kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
8094861|5646.95|63.45|4.619|0.104|0.137|0.061|0.7182522763089999|0.014379793282899999|0.0141208707414
8096582|5607.45|45.27|4.476|0.075|0.029|0.044|0.9215575615680001|0.025969846138499997|0.025246839751599998
8096830|6278.19|46.39|4.228|0.077|-0.117|0.045|2.39959793496|0.0661211878434|0.06436466436430001
8096921|6378.13|28.3|4.165|0.047|-0.329|0.026|4.4665571796|0.138782131964|0.134347016443
8097124|6201.6|29.43|4.268|0.048|0.148|0.028|2.53203070511|0.0798538846844|0.077675660725
8097425|6290.61|35.79|4.311|0.059|0.097|0.033|2.16702069439|0.07171855382339999|0.0694997703796
8098626|6360.49|20.81|4.139|0.034|0.198|0.019|4.280727522559999|0.148454096714|0.143532745387
8098963|5047.84|74.53|4.608|0.123|-0.42|0.072|0.285546833935|0.00517680815055|0.00508019137013
8099075|4263.25|37.08|4.656|0.06|-0.045|0.033|0.14537817940099998|0.0030356147170599998|0.00297588239085
8099318|6442.19|32.59|4.258|0.054|0.045|0.031|2.8098886681|0.11852374266599999|0.113605868389
8099476|5786.88|42.78|4.404|0.07|0.136|0.041|0.9511337992640001|0.0291517157962|0.028210499071900003
8103565|6410.13|39.1|4.275|0.064|0.04|0.037|3.4965926277800006|0.108817031403|0.10546361625600001
8104614|6274.59|45.55|4.353|0.075|0.009|0.044|2.2453459425599998|0.09164876611030001|0.0875100668412
8104863|6377.97|41.53|4.206|0.068|-0.109|0.04|2.7540478346099997|0.12268930794999999|0.116704259693
8108282|5840.16|31.09|4.467|0.051|0.017|0.029|1.03365346891|0.024072560151900003|0.0234833724053
8108549|6607.13|23.19|4.06|0.039|0.054|0.022|6.449347061189999|0.36160032272500003|0.33695390030999994
8108667|5162.13|47.29|4.58|0.078|0.132|0.045|0.5274091020589999|0.0092217107916|0.00905982644364
8110458|5446.02|18.39|4.611|0.03|0.024|0.016|0.551895857555|0.007499264296779999|0.007422051762139999
8110645|5671.85|25.08|4.543|0.041|0.083|0.022|0.774187407518|0.012394898985899998|0.012152676537200001
8110856|6287.59|19.82|4.277|0.033|-0.04|0.018|2.08749719064|0.0690672174241|0.0665904108702
8111145|5748.96|22.98|3.672|0.038|-0.084|0.021|13.134878515699999|0.760462814132|0.7090812398190001
8111521|5710.66|116.57|4.12|0.192|0.251|0.113|1.8391959080400002|0.07859951567630001|0.0748477364191
8111770|5717.4|96.93|4.554|0.159|0.031|0.094|1.49657938271|0.0671841549319|0.0639671239776
8113207|6722.79|22.09|4.067|0.036|-0.296|0.021|10.5159249013|0.689641654126|0.636038591145
8113625|5123.44|57.35|4.684|0.095|0.197|0.055|0.41989096476300003|0.00930468129324|0.009127626298729999
8114302|6005.85|78.2|4.468|0.129|-0.097|0.075|1.82191633275|0.0624638390171|0.0601202379288
8114532|6629.17|39.88|3.837|0.066|0.281|0.038|11.9126249804|0.778951117069|0.719132064983
8115701|6120.9|22.66|4.166|0.037|-0.045|0.021|2.8003385993000003|0.176090946603|0.16330371962999998
8119936|6275.96|35.32|4.295|0.058|0.288|0.034|6.12497992369|0.47762426409500003|0.433843230977
8120272|5677.3|63.42|4.245|0.104|-0.007|0.061|1.48956719399|0.0468749525607|0.04536427055719999
8121489|5055.0|101.31|4.593|0.167|0.005|0.098|0.388212756479|0.0189218939465|0.0180656342911
8122141|6675.8|17.87|3.984|0.029|0.26|0.016|8.72677960128|0.49859155559699997|0.46756704356299994
8122224|6157.04|14.23|4.269|0.023|0.194|0.013|3.6789849596399997|0.142511744036|0.136365212312
8122679|6529.84|57.02|4.186|0.094|-0.083|0.055|3.41774209253|0.155975906365|0.14766568060000002
8122754|5818.84|62.06|4.351|0.102|0.057|0.06|1.02657113456|0.0461245183812|0.0438486830413
8123170|6892.15|32.26|4.07|0.053|-0.09|0.03|6.128108946369999|0.403147230558|0.37348897612899995
8123220|5424.09|29.48|4.596|0.049|0.101|0.028|0.5431804056539999|0.0247109023593|0.023512425077299996
8123314|5921.31|43.98|4.411|0.073|0.019|0.042|1.0913202396500001|0.140204141332|0.119007134387
8123716|6651.18|14.4|4.138|0.02|0.047|0.012|5.664754396849999|0.37142663905|0.343674126433
8124308|5032.83|41.95|4.682|0.069|0.199|0.04|0.34816764128600003|0.0126068470765|0.012102889503200001
8124649|5691.84|40.0|4.479|0.066|0.057|0.038|0.836041193971|0.026737536308|0.0257842145402
8124682|4850.32|30.37|4.712|0.05|-0.306|0.028|0.206609397617|0.00443537886379|0.00435112306083
8124732|5567.41|26.81|4.527|0.045|0.097|0.025|0.618605720179|0.0171776109641|0.0166111753822
8124914|6781.88|38.64|4.125|0.064|-0.309|0.037|10.6182255319|0.961867340931|0.862827484948
8125229|6962.49|30.62|4.183|0.051|-0.548|0.029|7.13825374921|0.45545269556400003|0.42371521244599997
8125652|6652.89|34.79|4.229|0.057|-0.532|0.033|8.72504840791|0.697459707888|0.635874681341
8126029|6122.1|14.37|4.19|0.022|0.074|0.012|2.98811033448|0.17872736104000003|0.166739417767
8126271|7027.05|45.04|3.973|0.074|0.005|0.043|6.510956999049999|0.583766614223|0.5254735181819999
8126371|7112.4|15.41|3.879|0.025|0.072|0.014|10.8731257855|0.750662242951|0.692721927181
8126486|7071.13|25.81|3.999|0.043|-0.147|0.024|5.501128091669999|0.418532537761|0.381979000933
8144096|6344.89|24.22|4.086|0.04|-0.488|0.023|6.19821948296|0.256566661365|0.244891055914
8144926|4752.75|90.5|4.683|0.149|-0.42|0.087|0.243532865163|0.00370609177632|0.00367406170432
8145762|4729.75|47.4|4.665|0.078|0.054|0.045|0.525764010755|0.0206165751932|0.019713610863299997
8145996|6424.72|22.71|4.266|0.037|-0.163|0.021|4.98749080362|0.175222506379|0.168743601121
8146116|6177.68|38.16|4.285|0.063|-0.039|0.036|2.7230956414|0.11667505633|0.111628018512
8148908|4976.34|82.23|4.747|0.135|-0.115|0.079|0.281930551305|0.005783559634069999|0.00569016591639
8149164|5961.14|109.96|4.336|0.181|0.233|0.107|2.98507759772|0.135760741348|0.129162441933
8149694|6142.64|14.29|4.078|0.023|-0.362|0.012|9.77900504514|0.524556847881|0.49189308658500003
8150533|5714.68|43.81|4.429|0.072|0.319|0.042|2.59687707673|0.114997611613|0.10962388987400001
8150612|6026.81|15.74|4.377|0.023|0.174|0.013|1.6491205605300001|0.027857943056400002|0.0275373221305
8150651|6023.84|25.65|4.429|0.042|0.09|0.024|2.9506912298000003|0.0938013012629|0.09080219226019999
8150746|5526.68|42.33|4.037|0.07|0.294|0.04|2.1357658422599997|0.0638117965722|0.0622142524455
8155006|6432.51|35.16|4.247|0.058|-0.069|0.033|3.8947531797900004|0.469830396821|0.401159492021
8156081|6271.62|14.35|4.228|0.022|0.149|0.012|2.7365530432800003|0.0662038931231|0.0647176315407
8158944|6260.12|18.66|3.979|0.03|0.078|0.017|8.82266107286|0.566016897618|0.522052209912
8160868|6302.86|19.41|4.023|0.032|0.048|0.018|6.821545147769999|0.237411416866|0.228892263864
8162117|5808.64|15.72|4.013|0.026|-0.026|0.014|8.55294817209|0.418288206137|0.396452701176
8163102|5402.08|32.44|4.573|0.054|0.144|0.031|0.550090916853|0.010708628469799999|0.0104797851476
8163528|5824.58|25.7|3.92|0.043|0.076|0.024|4.13501619786|0.21246413513300003|0.19975491252099997
8165218|5209.38|59.19|4.694|0.097|0.156|0.057|0.40873663547600003|0.007778630959470001|0.007638791949270001
8165389|5383.35|38.46|4.42|0.063|0.348|0.036|0.753745709067|0.0167455003619|0.0163960594954
8165724|6102.44|25.43|4.354|0.042|0.111|0.024|1.9041338876499998|0.0468299859848|0.0454518835618
8166204|5668.05|40.67|3.682|0.067|0.331|0.038|6.632542273029999|0.254048911057|0.24423162364599998
8166354|5899.91|39.51|4.524|0.065|0.139|0.038|1.1262455211|0.0272461884263|0.026624926011200003
8166488|5782.76|75.42|4.573|0.124|0.132|0.073|1.05530082011|0.0268535687993|0.0263142052201
8166912|5866.68|48.03|4.461|0.079|0.078|0.046|1.15608339232|0.033279998625|0.032284373115699996
8172598|5633.52|73.49|4.349|0.121|-0.164|0.071|1.07053083184|0.0726253868528|0.06676955380699999
8172692|4861.51|82.38|4.697|0.136|0.182|0.08|0.34110380620700004|0.00698378849242|0.00684337898271
8173808|5860.41|48.44|4.374|0.08|0.155|0.046|1.351909861|0.034302624951299994|0.0332428397945
8174124|6606.5|18.9|4.204|0.031|-0.068|0.017|3.6139456626199995|0.130554626328|0.125590781708
8174245|6531.75|11.79|3.891|0.019|-0.006|0.01|14.9920144393|0.32084321957899997|0.31502048651799996
8174654|5886.11|20.7|4.455|0.033|0.128|0.017|1.1711351000499999|0.021828630923|0.021500517691099997
8174981|6065.48|13.14|3.946|0.022|0.003|0.012|5.473727735240001|0.12624142277699998|0.123486328618
8175266|5878.02|32.98|4.47|0.054|0.141|0.03|2.25223170359|0.0590331275957|0.0574198453688
8179177|6111.88|18.85|4.305|0.03|-0.019|0.016|1.75519655344|0.0349242044971|0.0339771625859
8179924|6424.93|23.03|4.008|0.038|0.017|0.021|7.54717503602|0.38832856233199997|0.364198392928
8181646|5542.96|42.14|4.469|0.07|-0.192|0.04|1.8017606466|0.0455733150514|0.0443736631568
8182226|6369.17|84.81|4.247|0.14|0.04|0.082|1.8702171041799998|0.08929887197619998|0.08495835006500001
8182250|5747.43|29.2|4.356|0.048|0.318|0.027|1.1350353826200001|0.0260974584757|0.0254704374973
8182427|6522.5|66.33|4.12|0.109|0.134|0.064|4.66393042589|0.23227466877500003|0.22022910858300002
8182524|6462.03|26.2|4.266|0.043|-0.055|0.024|3.86169457877|0.19210831305|0.18182945453699997
8187809|6115.24|23.34|4.322|0.039|0.144|0.022|2.74556169947|0.0888997753018|0.08573733797630001
8190390|6494.57|11.62|4.256|0.018|-0.057|0.01|2.58610910255|0.0774368243625|0.07553459116899999
8191053|5663.9|25.46|4.295|0.042|0.183|0.024|0.95478525782|0.0588783831286|0.054707993785800005
8192427|6439.54|18.44|3.727|0.028|0.192|0.015|21.3934543522|1.6850777138|1.5370867848199998
8192554|5190.59|63.14|4.619|0.104|-0.035|0.061|0.574785409551|0.028868672875599997|0.0272786466925
8195297|5011.52|31.06|4.629|0.051|0.059|0.029|0.38973858568899994|0.012364416204600001|0.0120034365954
8195866|5467.29|50.0|4.411|0.082|0.281|0.048|0.7911798095110001|0.035132078271400004|0.0334164650524
8196076|5809.62|79.7|4.495|0.131|-0.051|0.077|1.59601249201|0.20945863006299997|0.184898719377
8197368|6665.39|17.84|4.197|0.029|-0.068|0.016|6.61594915954|0.316650347499|0.30039629200199996
8197429|5824.76|40.15|4.474|0.066|0.088|0.038|4.05092912601|0.350517546731|0.344647888504
8197767|4961.62|56.67|4.639|0.093|-0.004|0.054|0.403916402884|0.009535107946269999|0.0093487586188
8211090|6077.1|15.07|4.165|0.025|-0.114|0.014|6.096197500800001|0.26514831953699997|0.252181545503
8211889|5680.8|28.56|3.763|0.047|0.338|0.027|7.72667315381|0.35202253400300004|0.333607851201
8213064|5659.98|25.5|4.084|0.042|0.398|0.023|1.87325680878|0.0319739457619|0.0315607102238
8217073|5432.9|42.94|4.617|0.071|0.042|0.041|0.544594697921|0.013428530788499999|0.0131316311916
8217387|5619.89|30.05|3.955|0.05|0.398|0.028|2.8848815119999998|0.10245615325600001|0.0987109058519
8222161|5794.22|19.05|4.394|0.031|0.209|0.017|1.28865393136|0.029763581275400002|0.029150380577700002
8223197|5412.04|18.32|4.514|0.027|0.229|0.015|1.20376031439|0.022780578483|0.022275362864
8223872|5697.07|20.3|4.426|0.031|0.234|0.017|0.983250478337|0.016808535439899998|0.0164519712811
8225723|5464.6|37.09|3.941|0.061|0.127|0.035|4.25512535956|0.20495028931099998|0.19426976278799998
8225837|5931.59|22.38|4.454|0.037|-0.046|0.02|1.19702413328|0.0327496579237|0.031916009290800004
8226542|4651.67|38.05|4.688|0.063|-0.065|0.035|0.238363081605|0.0035196268508000004|0.00346029915677
8226912|5756.21|56.76|4.536|0.094|0.105|0.054|1.0046781689700002|0.026932967691200002|0.026230589142800003
8231376|5786.61|51.16|4.065|0.084|0.176|0.049|2.16458035288|0.079367263799|0.0762616792183
8231835|5858.21|39.02|4.306|0.064|0.289|0.037|1.44593242883|0.0365064110135|0.0356207004754
8233110|6630.83|21.11|4.222|0.035|0.003|0.02|3.86486399699|0.156067790066|0.149585854498
8233588|5986.09|21.25|4.106|0.034|0.249|0.019|3.08882557028|0.10765855810999998|0.103748170481
8235260|6510.68|20.37|4.208|0.034|-0.06|0.019|2.7741209941000005|0.110716915811|0.106119809715
8235498|5966.84|27.73|4.367|0.046|0.224|0.026|1.3561543634399997|0.0237871249115|0.023409499544299998
8240831|6489.13|23.42|4.064|0.039|-0.045|0.021|5.45302149392|0.18407639467999998|0.17769420156500002
8240900|6150.22|25.04|4.192|0.041|0.045|0.023|3.0701902093799998|0.0981526421057|0.0951367668031
8242135|5907.56|96.29|4.46|0.158|0.153|0.093|1.11688485681|0.019425660958200003|0.019087599843
8245105|5381.68|35.02|4.659|0.058|0.147|0.033|0.565683863253|0.010101078805799999|0.00994456414892
8245192|5893.2|114.45|4.378|0.188|0.204|0.111|2.8663622237|0.0806092207081|0.07817070532760001
8245197|6740.07|19.37|4.084|0.032|0.132|0.018|4.1404510633300005|0.35613119946099997|0.318765561957
8245391|5600.0|88.35|4.562|0.145|-0.089|0.085|0.673172166324|0.0184188945319|0.0178193466952
8246379|6224.28|23.84|3.91|0.039|0.155|0.022|9.43151524928|0.511521912029|0.479102370719
8246580|5370.67|39.49|4.711|0.065|0.284|0.037|0.49083607323899997|0.00797186606469|0.007866144147939999
8247468|6298.46|44.45|4.304|0.073|0.036|0.042|2.1090794318599997|0.0762384111051|0.07347098996960001
8247608|6908.44|17.84|4.231|0.028|-0.052|0.015|6.50626946899|0.37479948464|0.349207528951
8249914|5936.88|27.77|4.375|0.046|0.199|0.026|1.29804378681|0.0367762316957|0.0357791454633
8249946|6104.26|23.9|4.348|0.039|-0.116|0.023|1.56798617824|0.0378864244517|0.036752553467
8251142|5678.46|34.81|4.521|0.057|0.176|0.033|0.8081702135850001|0.033954838861700004|0.0324284128902
8255015|5878.78|63.38|4.184|0.104|-0.172|0.061|2.96224861014|0.266403243525|0.240640622459
8255083|5283.5|69.81|4.552|0.115|0.196|0.067|0.45327176057499996|0.021189640166|0.020108676284700002
8255182|5784.21|21.63|4.392|0.035|0.021|0.02|1.62380141188|0.16935477312|0.147319033001
8256837|5712.79|25.01|4.45|0.041|0.037|0.023|0.7842872836079999|0.0193452861024|0.0188214764752
8257125|6597.02|23.43|3.989|0.038|-0.1|0.022|10.143316264400001|0.674811603927|0.619468057709
8257217|5786.83|83.74|4.476|0.138|-0.017|0.081|1.70127189688|0.07102288372389999|0.0676928441909
8258596|6939.07|21.65|4.001|0.035|0.049|0.019|12.502999168499999|0.555381205176|0.528573037177
8258703|5118.32|86.73|4.576|0.143|-0.049|0.084|2.23833313855|0.394832796813|0.315139461056
8259617|5858.81|24.13|4.193|0.04|-0.033|0.023|1.5627372249|0.0597319461618|0.0571631719527
8260438|5967.2|31.0|4.259|0.051|0.002|0.029|3.23077291867|0.13867177725299998|0.132179498737
8260898|5766.09|28.53|3.637|0.047|0.214|0.027|8.48564578967|0.385284224795|0.35214710899499996
8260980|5545.5|48.74|4.509|0.08|0.048|0.047|0.6034364795180001|0.0206258647819|0.0198450686393
8261042|5664.3|59.33|4.593|0.098|-0.126|0.057|0.656016904783|0.0301910762531|0.0286818984055
8261964|6321.16|27.49|4.318|0.045|-0.031|0.026|1.98462343621|0.151727868362|0.139834469488
8262795|5987.48|27.58|4.095|0.038|0.471|0.022|3.11987808128|0.061601191612400005|0.0599230086984
8263503|5874.58|69.61|4.206|0.115|0.149|0.067|1.9343778863900003|0.142254212195|0.12559010636
8263810|6500.56|29.1|4.227|0.048|0.139|0.027|4.46634056384|0.270749216158|0.252486970335
8263825|5088.64|29.23|4.716|0.048|-0.331|0.027|0.306282818173|0.008000366252989999|0.0077293408682
8263833|5613.79|36.53|4.749|0.06|0.105|0.035|0.697749240042|0.031532790687199996|0.030126609062799996
8264039|5828.95|31.01|4.476|0.051|0.235|0.029|1.2363227108200001|0.0408530478095|0.039536569697
8264298|5895.0|55.22|4.435|0.091|-0.073|0.053|1.17223579297|0.05825198348209999|0.0552507194011
8264370|5890.65|87.08|4.428|0.143|0.027|0.084|2.35853879187|0.368512901875|0.30720751142499997
8265571|5572.8|32.5|4.052|0.054|0.153|0.031|2.16188960076|0.187906618587|0.162188032516
8265594|5574.54|57.86|4.574|0.095|-0.038|0.055|0.771457554751|0.0231854599091|0.022333773382900005
8266004|5329.14|59.08|4.633|0.097|-0.089|0.057|0.730525336409|0.0603005883846|0.05539969843169999
8266098|5775.04|26.05|4.402|0.043|-0.098|0.024|1.11886886827|0.0521944393193|0.049771979825800006
8266166|5350.4|42.68|4.678|0.07|0.039|0.04|0.687493726699|0.0149971921343|0.014605509612
8266364|5886.44|32.34|4.141|0.053|-0.144|0.031|2.25390600595|0.114611820334|0.10819113237099999
8276811|5748.79|82.11|4.387|0.135|0.064|0.08|1.34092219067|0.0401690238875|0.0390564327313
8277004|5829.36|32.24|4.463|0.053|-0.171|0.031|2.04610556264|0.0518497155565|0.0505751143459
8278141|5565.97|89.62|4.586|0.148|-0.043|0.086|0.677967564284|0.0175413925673|0.0171228142573
8279671|5526.69|34.07|4.622|0.056|0.013|0.032|0.672441414096|0.0114138620496|0.0112431339204
8280490|6116.27|17.04|3.885|0.028|0.007|0.015|9.454599116319999|0.49806273635399995|0.468886665571
8282865|6392.81|34.6|4.199|0.057|-0.496|0.033|3.9028743990099994|0.161460562185|0.154494240682
8282948|5530.52|20.83|3.72|0.034|-0.179|0.02|8.400799625369999|0.44096704157399996|0.414050629647
8283255|5500.27|34.15|4.558|0.056|0.328|0.033|0.775639342517|0.0197716770524|0.0193857455713
8283948|5634.0|17.26|4.319|0.027|-0.096|0.014|1.35988631822|0.027366270872299998|0.026819817567
8285664|6063.79|27.91|4.341|0.046|-0.239|0.025|1.87685839934|0.055093917169699996|0.053249747431699995
8288542|5681.84|24.32|4.491|0.04|0.264|0.022|1.7324642904499998|0.133621343657|0.12137439632300001
8289241|6225.69|14.84|4.196|0.024|0.075|0.014|2.59486738879|0.0434233625984|0.0428478472186
8291907|6147.43|21.4|4.418|0.035|-0.053|0.019|1.5731279332199999|0.138782832662|0.124459409287
8291950|6185.4|32.58|4.236|0.054|0.039|0.031|2.3212769191400002|0.0611209190932|0.05960898188680001
8292472|5968.16|29.09|3.665|0.048|-0.425|0.027|4.82698619266|0.242544271743|0.228507568017
8293302|6278.98|22.21|4.146|0.037|-0.102|0.021|4.10427719073|0.162341451502|0.155648731915
8293571|4864.73|42.12|4.679|0.069|-0.188|0.04|0.261989910494|0.0034384453132900003|0.0034162880723
8294354|6251.29|16.95|4.148|0.028|0.07|0.015|3.99966742314|0.121648552133|0.117878424783
8295517|6058.15|22.35|4.06|0.037|-0.226|0.021|6.2764304415100005|0.23216316101300002|0.223028220124
8296591|6148.57|12.31|4.34|0.019|-0.152|0.01|1.48171838367|0.022292361482500002|0.021929094775799997
8296853|5781.65|37.19|4.483|0.061|-0.141|0.035|0.96173434779|0.0184611758316|0.018220896890900003
8297754|6472.32|25.49|4.196|0.042|-0.069|0.024|6.24795535779|0.295843935399|0.280151590768
8297789|5398.9|46.6|4.445|0.077|0.291|0.045|0.590298177674|0.0118216250446|0.0116566586135
8297895|5654.68|55.07|4.55|0.091|0.111|0.053|0.9167887976260001|0.02065370231|0.0200641088327
8298090|5741.55|19.96|4.47|0.031|0.208|0.016|1.77986854695|0.0278489223421|0.027500832075499998
8298626|6134.89|76.13|4.144|0.125|-0.029|0.073|3.6660225052199995|0.0535109013033|0.05242543667280001
8299279|5643.64|28.67|4.536|0.047|-0.05|0.026|0.71410786223|0.0223642517362|0.0217202312151
8299361|5829.65|21.65|3.867|0.035|0.33|0.019|7.01132580416|0.318069170072|0.302420987631
8301505|5268.08|84.85|4.619|0.14|0.074|0.082|0.607386235703|0.0197441477078|0.0189913649923
8307824|6222.57|18.45|4.177|0.03|-0.164|0.017|4.02157170987|0.247043850187|0.228346129759
8308173|5992.43|49.38|4.457|0.081|-0.096|0.048|1.2797344354|0.0342756935521|0.033106103919
8308588|6443.03|25.23|3.84|0.042|-0.216|0.024|15.5161146153|0.731139898119|0.694059290508
8311534|6693.64|87.33|3.956|0.144|0.131|0.084|7.0296984589100004|0.48283726707099994|0.445777936178
8311892|6735.3|12.1|4.037|0.019|0.02|0.01|11.599815708800001|0.393396063014|0.38031446906599997
8312731|5955.1|34.23|4.137|0.056|0.098|0.032|2.69671365837|0.0793992978104|0.0769098592749
8313059|6551.45|52.63|4.16|0.087|-0.041|0.05|3.11146611818|0.142271508934|0.135288051189
8313216|6481.34|39.31|4.13|0.065|0.039|0.037|4.34403793797|0.152161799253|0.146333162137
8314668|5575.78|62.47|4.406|0.103|-0.261|0.06|0.912247629622|0.0226211453102|0.021954743784500002
8315646|6831.4|39.72|4.016|0.065|-0.161|0.038|14.271927475|1.1418985097799998|1.03496858794
8315869|5950.88|99.92|4.464|0.164|0.167|0.097|1.1662798461700001|0.10739096896400001|0.0963309641714
8316096|4267.51|66.85|4.677|0.11|-0.246|0.064|0.19289163650600002|0.0048214274207099995|0.00472423535912
8316372|5014.59|48.57|4.711|0.08|-0.179|0.046|0.683400135481|0.0501386403553|0.0457934108202
8321073|5211.9|82.89|4.625|0.136|0.047|0.08|0.495735181795|0.058247628558599995|0.0508583020944
8321709|6158.97|35.06|4.117|0.058|-0.261|0.034|6.32261376|0.42297698122|0.392049334692
8322336|5896.9|29.55|4.363|0.049|0.151|0.028|1.25020981925|0.079810652242|0.0742774295362
8322564|6365.04|16.3|3.888|0.027|0.065|0.015|13.8572439751|0.918017028696|0.8505661147720001
