kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
7769891|5666.49|107.3|4.507|0.177|0.012|0.104|0.968907692119|0.03953101021659999|0.037733263513699995
7770198|5493.87|40.08|4.366|0.066|0.244|0.037|0.797126160606|0.0161124068736|0.0157684108358
7770929|6339.35|81.13|4.316|0.134|-0.054|0.078|2.9047424546099996|0.086846999935|0.08396145795849999
7771149|6078.5|51.15|4.129|0.084|-0.255|0.049|4.89232583343|0.20420536196400002|0.195260405012
7772109|4274.48|60.01|4.672|0.099|-0.059|0.058|0.144151566208|0.00238417325288|0.00234841404801
7773209|6627.3|116.54|3.859|0.192|-0.118|0.113|13.700112768499999|0.897716562198|0.830150555709
7777272|6595.42|22.72|4.045|0.037|0.263|0.021|6.78989665223|0.40265639884000004|0.375072879661
7777619|6581.3|38.34|4.015|0.063|-0.051|0.036|11.6702186347|0.711222324038|0.663486714283
7778869|5954.03|72.71|3.96|0.12|0.377|0.07|4.36690757137|0.196459106877|0.187104865304
7779411|6808.65|10.37|4.058|0.016|0.049|0.008|15.1037433969|0.629864927579|0.6014199417670001
7800137|5521.35|32.3|4.573|0.053|0.158|0.031|0.7359806069939999|0.010262606353799998|0.010088621235
7800845|4385.88|51.37|4.723|0.085|-0.062|0.049|0.169537544822|0.00393851869686|0.00386060055954
7800958|5568.46|57.96|4.429|0.095|-0.381|0.056|0.709619789872|0.0223634852117|0.021651936951299997
7801144|6274.23|43.22|4.034|0.071|0.065|0.041|8.425991486560001|0.334447648803|0.320740532151
7801387|5742.57|25.12|4.51|0.041|0.163|0.023|0.931694214995|0.0167296503233|0.0164934982678
7801532|5790.17|60.79|3.98|0.1|0.373|0.059|3.75665987361|0.133249107039|0.128518969856
7801559|6304.65|27.39|4.068|0.045|-0.437|0.026|8.872928455830001|0.548345765206|0.509753132943
7806013|6033.37|29.05|4.385|0.048|-0.025|0.027|2.9034501799699997|0.0886624217926|0.0860715162189
7808078|5816.57|15.73|3.781|0.026|-0.368|0.014|14.018575891|0.911234106292|0.8443529724109999
7808946|5154.11|178.23|4.687|0.293|0.225|0.171|0.469590601671|0.012604766019|0.0123384288634
7809022|4958.04|27.45|4.658|0.045|-0.027|0.026|0.683419513442|0.015317808508999999|0.015068248220500001
7810221|5812.85|28.73|4.056|0.047|0.24|0.027|2.7369058398000004|0.0727774466472|0.07084136853339999
7811057|4941.05|46.83|4.558|0.077|0.36|0.045|0.426234289986|0.0059316664326499995|0.0058448051601699995
7811497|5114.83|58.22|4.582|0.096|0.112|0.056|0.34696946993600003|0.00504410672575|0.004995409408850001
7811688|5360.16|65.82|4.364|0.109|0.293|0.063|0.7590971995520001|0.01790475968|0.0174076832561
7812977|5875.85|26.68|4.414|0.044|0.097|0.026|2.86658431412|0.09670201906020001|0.09337019992580001
7813349|6143.62|15.57|3.947|0.026|-0.067|0.014|7.91956520985|0.441135770194|0.412199652799
7813427|5110.91|36.35|4.708|0.06|-0.187|0.035|0.33031915445|0.00470612680114|0.00461169909894
7815937|6018.41|18.06|4.098|0.029|0.124|0.015|3.39101039598|0.0779533701734|0.0763310641814
7816142|5629.65|44.8|4.592|0.074|-0.076|0.043|0.795092357685|0.0250451257475|0.0242606866101
7816499|5899.44|57.59|4.058|0.095|0.248|0.055|3.5600492927999996|0.108207475616|0.104761103481
7816662|5827.32|60.93|4.109|0.1|-0.068|0.059|5.02803520013|0.420687177708|0.38056112053999996
7817272|6295.43|35.68|4.103|0.059|-0.033|0.034|3.00176603648|0.0998922199173|0.0961951961725
7817584|5969.3|28.04|4.422|0.046|0.159|0.026|1.63753588515|0.036367875504199995|0.035503745142699994
7818857|6017.3|76.38|4.333|0.126|0.142|0.074|1.9818900126299999|0.071570852549|0.06892962123039999
7819337|5515.44|29.24|4.325|0.048|0.247|0.027|1.05384967121|0.04263900515459999|0.040811737990099996
7819721|6232.67|38.1|4.089|0.063|-0.113|0.036|4.35662365341|0.241061813625|0.22667823932599998
7820035|6179.75|13.35|4.346|0.021|-0.029|0.011|1.69551668664|0.0383655699941|0.037454270632800005
7821926|6259.26|74.66|4.242|0.123|-0.144|0.072|2.34013363435|0.153243938499|0.142182176828
7826705|5375.82|28.47|4.712|0.047|-0.02|0.026|0.433927702486|0.007773352239279999|0.00767634737979
7830265|5676.71|26.09|4.499|0.042|0.124|0.023|1.7907970276099998|0.0402516280444|0.0393621899977
7832029|5940.09|23.99|4.348|0.039|0.117|0.022|1.3596414165700001|0.0252184438741|0.0245918698868
7833587|6295.08|28.75|4.088|0.047|-0.001|0.027|4.9493771005000005|0.155146067952|0.150142719365
7833634|5872.31|48.79|4.52|0.08|0.279|0.046|1.25583500761|0.0430081407101|0.0414088192149
7834639|6289.07|22.08|4.144|0.036|-0.132|0.021|3.32063489881|0.0702811855468|0.0689993187147
7835027|5802.6|26.86|4.037|0.044|-0.038|0.025|5.76883425342|0.21729493232299998|0.208923740708
7835135|5918.35|111.3|4.41|0.183|0.078|0.108|1.18859480669|0.0275429643685|0.026938903771599996
7836169|6348.44|64.89|4.377|0.107|0.165|0.062|2.51676519935|0.09014708698010002|0.08654474202130001
7837214|6330.27|47.7|4.131|0.078|-0.163|0.046|4.96109909984|0.270197377949|0.25367107477899997
7837370|5840.67|43.86|4.026|0.072|0.195|0.042|3.5800335328199995|0.145205413257|0.139013761474
7838066|6541.22|45.24|3.966|0.074|0.069|0.043|34.086998222300004|6.77145983779|5.27040136898
7839286|6101.46|79.02|4.455|0.13|-0.039|0.076|1.29047985846|0.0441473435903|0.0426754080772
7839375|6433.13|16.1|4.163|0.026|0.134|0.015|3.45560234964|0.109068151908|0.10551793133500001
7839949|5800.88|22.14|4.031|0.037|-0.164|0.021|4.95982883445|0.23250497012|0.22061438670000003
7840145|5712.4|48.53|4.569|0.08|0.058|0.046|0.771417840199|0.0211500675882|0.0205527764063
7841274|5908.1|78.04|4.097|0.128|0.185|0.075|2.6302770443|0.0806472346042|0.0779556718385
7841737|6230.4|15.15|4.192|0.023|-0.245|0.013|3.7326268305199997|0.0995348769085|0.0970541074161
7841986|6155.45|37.85|3.842|0.062|0.078|0.036|10.8374065956|0.701692541261|0.650284022474
7846638|5764.86|33.34|4.205|0.055|0.092|0.032|1.7037810963|0.0763358952601|0.0726877637102
7846682|6158.54|84.77|4.303|0.139|-0.069|0.082|1.60493004146|0.073999092125|0.07059422160680001
7847791|6442.46|52.47|4.278|0.086|-0.154|0.05|2.44136437616|0.140472502907|0.131580693118
7848629|4389.46|53.78|4.616|0.089|-0.059|0.052|0.16897918219799998|0.0037737188837600006|0.0036890725388699997
7849521|5423.73|39.61|4.421|0.065|-0.01|0.038|0.6723546430249999|0.026760282560900003|0.0256686942699
7849879|6711.0|41.92|3.812|0.069|0.051|0.04|18.5784935954|1.7114262410299999|1.52809052538
7866761|5423.23|29.24|4.443|0.048|0.247|0.027|0.6885656880679999|0.018563498180200002|0.0181516603619
7867091|5365.21|41.25|4.593|0.068|0.239|0.039|0.617893763995|0.0177604821308|0.0173173267119
7867493|4946.98|56.01|4.736|0.092|0.046|0.054|0.33758452458000004|0.00775483790147|0.00760462371721
7868047|6622.15|11.76|4.03|0.018|-0.086|0.01|9.974130102530001|0.263160236148|0.256731091232
7868489|5587.55|25.67|4.557|0.042|0.157|0.024|0.7526555458409999|0.0143181929949|0.014139842647899999
7868899|5565.1|38.89|4.373|0.064|0.3|0.037|0.941225229843|0.016266976808200002|0.0159047636347
7869064|5716.59|71.28|4.469|0.117|0.066|0.069|1.03875283035|0.027305503260599998|0.0266850043564
7869077|6414.72|12.57|4.004|0.02|-0.116|0.011|9.965259840529999|0.335154412584|0.322985593803
7870062|5621.33|23.16|4.481|0.038|0.326|0.021|0.8066697676800001|0.0199722164908|0.0195756469678
7872212|6508.97|13.69|3.945|0.021|-0.047|0.011|16.4682844524|0.7708970087720001|0.7299364860750001
7872305|5391.32|22.85|4.654|0.038|0.072|0.021|0.561421858525|0.00875927706782|0.00866268189562
7872692|6369.08|12.29|4.103|0.019|-0.01|0.01|5.151268797709999|0.178416214952|0.172277600473
7872765|5201.44|25.09|3.874|0.041|0.201|0.023|3.3294626599799995|0.141585944065|0.13482803542000002
7877888|6213.14|48.55|4.313|0.078|0.01|0.042|2.07356585925|0.052169569602600004|0.050879396435500004
7878049|6153.12|19.94|4.148|0.033|0.194|0.018|4.114156528590001|0.138984569762|0.134137202333
7878052|6281.87|18.54|4.224|0.03|0.123|0.017|3.4453038913699996|0.124582769188|0.120119743289
7878150|6042.25|19.05|4.176|0.031|0.05|0.017|3.70385218241|0.105363320028|0.10246958013
7878794|3934.24|50.97|4.583|0.084|-0.351|0.049|0.167945917447|0.00238948215704|0.00236653898661
7879005|6170.59|32.88|4.167|0.054|0.236|0.031|3.0426937610199998|0.0938918019169|0.09109539693180001
7879315|5480.11|56.02|4.374|0.092|0.358|0.054|1.00410231575|0.024379924177200002|0.0238850346032
7879426|5821.67|15.53|4.393|0.026|0.006|0.014|2.1813886592299996|0.08234805495839999|0.07912883809489998
7880490|6366.11|14.28|3.948|0.02|0.114|0.011|44.8260983503|1.7541778736900002|1.67754026982
7880633|6036.07|11.69|4.142|0.017|-0.024|0.01|2.70065455212|0.052423977791800004|0.0515807823269
7880690|4971.85|55.61|4.531|0.092|0.313|0.052|0.909194822779|0.0326463569886|0.031401519739
7880789|6064.7|24.94|4.346|0.041|0.005|0.024|1.6985678418599999|0.0580294938728|0.0559692611941
7880924|6159.95|15.98|4.339|0.026|-0.057|0.014|1.5076869633|0.0253709181605|0.0249503655742
7880981|5339.44|34.91|4.579|0.058|0.163|0.033|0.533237414147|0.008124378019579999|0.00805677118708
7885698|5790.67|30.08|4.225|0.05|0.353|0.028|3.07984850417|0.105154637551|0.101499280513
7886164|6507.95|22.55|4.226|0.037|-0.169|0.021|2.42868781794|0.08232596729389999|0.0793378673935
7886216|5152.65|42.68|4.666|0.07|0.176|0.041|0.847166093785|0.020448959146900002|0.0199775000838
7886488|6374.98|16.78|4.065|0.028|0.038|0.015|6.35066789737|0.301402667114|0.284296524396
7890538|5291.4|33.15|4.63|0.055|-0.34|0.031|0.34266775077399997|0.010937274688|0.0105953416097
7895129|6112.7|43.82|4.376|0.072|0.096|0.042|3.1507238282800003|0.112815006402|0.108579647819
7898676|6271.52|46.86|4.152|0.077|-0.583|0.045|3.31089126075|0.14329463113399998|0.136932841932
7899307|6204.34|12.44|4.113|0.02|-0.07|0.011|3.11563879571|0.0950194611289|0.09196701718229999
7900786|6066.64|27.42|4.181|0.045|0.07|0.025|3.43797159023|0.108475582079|0.104787105364
7900973|6011.99|76.13|4.355|0.125|-0.092|0.074|1.59573586727|0.053466108753199994|0.0516989916156
7901622|6509.99|13.45|3.991|0.022|0.004|0.011|33.168431249899996|8.009174185700001|5.905581858
7902097|5923.5|17.46|4.046|0.029|0.173|0.016|5.67432974809|0.264485077588|0.249805872668
7902878|6377.63|29.83|4.233|0.049|0.164|0.028|4.29333745807|0.2139702381|0.20212760568
7903102|6060.07|32.08|4.477|0.053|0.242|0.03|1.4107525222|0.037458944299800005|0.036519781747400004
7903600|6514.21|42.94|4.203|0.071|-0.058|0.041|3.38228302515|0.0980005702372|0.0951469158067
7904539|6263.19|50.58|4.443|0.083|0.008|0.049|3.19174825232|0.148112654657|0.14072135957499998
7906094|5832.32|117.65|4.536|0.193|0.183|0.114|1.0279389984899998|0.0402538063164|0.038677008574699995
7906811|5943.71|23.86|4.347|0.039|0.128|0.021|1.34918735496|0.0288773012574|0.0281405006849
7907308|6037.79|52.62|4.428|0.087|0.049|0.05|3.80762899143|0.130214421166|0.12565513965800001
7909044|6094.69|20.57|4.24|0.034|-0.04|0.019|4.18608807729|0.146025556152|0.14030206034700002
7909082|5965.6|37.11|4.107|0.061|0.196|0.035|2.47301673673|0.0948767926935|0.09087794527410001
7910848|6035.59|79.23|4.111|0.124|0.14|0.066|3.3677306246900005|0.0722778750297|0.0708491472074
7911190|6680.95|84.86|4.162|0.14|-0.114|0.082|5.9399488835300005|0.33304198392400003|0.311876537234
7914624|4669.48|101.46|4.645|0.167|0.081|0.098|0.29318391349100004|0.007027962759960001|0.00685676283893
7915628|4345.63|60.86|4.651|0.1|-0.199|0.059|0.159304828463|0.00408185189108|0.00397939821243
7915955|5775.65|31.09|4.359|0.051|0.032|0.029|1.2215933483799999|0.0405368054261|0.03893359014930001
7916265|6061.59|37.86|4.443|0.062|-0.082|0.036|1.18522438442|0.027266865595999997|0.026701885904099998
7916886|6118.84|30.76|4.32|0.051|0.097|0.029|1.92934997116|0.127650527149|0.11821607231799999
7917035|5594.59|32.1|4.082|0.053|-0.14|0.03|1.6729362181|0.0866697827826|0.0819755319333
7917040|5190.65|65.19|4.72|0.107|-0.05|0.063|0.760422329636|0.027970177808799998|0.026899842628599995
7917068|5758.12|19.0|3.689|0.031|0.106|0.017|15.091628704200001|0.964318845379|0.894553255185
7917548|6168.37|26.7|4.359|0.044|-0.115|0.025|2.4781350070099997|0.0735711058447|0.0708160365723
7917775|5516.11|53.87|4.201|0.089|0.275|0.052|1.14066386914|0.04499388792830001|0.0431195787892
7919516|6172.95|19.89|4.276|0.033|0.115|0.018|2.11291766782|0.0765128698907|0.0737095385345
7919763|5460.72|33.26|4.595|0.055|0.118|0.031|0.552874046606|0.015190944980600002|0.0147690119349
7919867|5948.53|23.95|4.176|0.04|-0.147|0.022|2.50165649664|0.0876284701846|0.08419060115139998
7935997|5715.87|18.92|4.588|0.031|-0.015|0.017|0.742033526261|0.0170269245167|0.0165736210023
7936194|5215.94|26.84|3.774|0.044|0.439|0.024|6.64130763915|0.232371358066|0.224203327344
7936302|6505.86|11.26|4.174|0.018|-0.146|0.01|3.33405317048|0.0922724743355|0.09006442555670001
7936757|5409.8|40.67|4.615|0.067|0.039|0.039|1.0422831017299998|0.0212419000405|0.020718987449599997
7936831|5257.12|51.54|4.65|0.085|0.245|0.049|0.45756128982199995|0.0088373920056|0.008647605341780001
7938681|5476.21|38.21|4.61|0.063|-0.153|0.036|0.730732692332|0.025735144448000003|0.0248211312868
7938920|5480.4|52.02|4.561|0.086|0.118|0.05|0.67812312962|0.015234346117100001|0.0149353952934
7941056|4899.38|35.94|4.678|0.059|0.043|0.034|0.314020885522|0.00556912258924|0.005486383657299999
7946702|4888.33|42.44|4.685|0.07|0.168|0.04|0.6796889870980001|0.0165928526391|0.0161394414653
7948628|5563.53|25.2|3.942|0.041|0.442|0.022|2.31138770906|0.0708497364001|0.0685844266685
7948632|6114.15|16.65|4.195|0.023|0.157|0.014|2.64280484836|0.0458493537782|0.045180511966399994
7949259|6187.42|23.06|4.325|0.038|0.146|0.021|2.15939000885|0.0554671999338|0.0541673765515
7949934|5113.76|19.71|4.653|0.031|0.166|0.017|0.763173717925|0.0116153285668|0.011455418378000001
7950229|5126.94|23.58|4.691|0.038|0.072|0.021|0.361174426299|0.005354373914300001|0.0052946873829700005
7950616|5799.58|27.71|4.322|0.046|0.119|0.027|1.7303337570400004|0.044616889800399996|0.043550252638800004
7950674|6024.92|37.41|4.427|0.061|-0.022|0.036|1.55703973408|0.0363224426084|0.035704832117800005
7953377|5864.26|29.64|4.444|0.049|0.056|0.028|2.2964346026599998|0.060934226288400006|0.05940390027340001
7954995|5738.4|31.63|4.453|0.052|0.044|0.03|0.8867132924869999|0.021203338220999998|0.020780181975
7956132|5494.16|54.65|4.648|0.09|0.285|0.052|0.568729700192|0.012399993322399999|0.012086625903
7956397|6377.68|23.32|3.984|0.038|-0.211|0.022|12.413760675699999|0.7620012528219999|0.7075567592249999
7957290|6713.6|25.99|3.875|0.043|0.028|0.024|15.3579891592|1.13785278839|1.0367043033
7958018|6032.49|55.23|4.254|0.091|0.312|0.053|2.03052852787|0.075093614369|0.0721792856393
7959162|5237.84|43.98|4.679|0.073|0.103|0.042|0.42136294429300003|0.00761143435553|0.007502556980250001
7960537|5559.68|40.46|4.553|0.067|-0.007|0.039|0.734343140821|0.0164661642422|0.016144828766700002
7966959|6292.41|29.03|3.966|0.048|0.31|0.027|10.5413983611|0.630214979386|0.586097169571
7967567|6297.73|13.74|4.247|0.022|-0.471|0.012|4.50368356214|0.119676122249|0.116547129825
7968553|5238.33|72.59|4.535|0.119|0.165|0.07|0.498945058825|0.0102273318719|0.009995829330709999
7968563|6042.62|16.15|4.085|0.026|0.183|0.014|5.47684985671|0.208142904521|0.199279333611
7969984|5763.95|24.76|4.401|0.041|0.128|0.022|0.9030809544149999|0.037565870889099996|0.0358455627046
7971035|5611.02|36.87|3.69|0.061|-0.35|0.035|18.7151396278|1.5801889376499998|1.41812480521
7972746|6209.87|38.18|3.992|0.063|0.099|0.036|5.79440338801|0.22814438715100002|0.21842590734900003
7973819|6435.95|35.17|4.119|0.058|0.077|0.033|3.60390088815|0.15743327957800002|0.150055296402
7974634|6752.55|32.8|3.629|0.054|0.347|0.03|23.212704792800004|1.5997380183599998|1.4652535190399998
7974877|6977.81|31.86|4.026|0.053|0.014|0.03|13.550698918699998|0.7740950899169999|0.721052464815
7975010|6551.58|42.53|4.094|0.07|0.028|0.041|3.10980085633|0.373665930432|0.318198672726
7975146|5474.81|54.47|4.575|0.09|0.115|0.052|1.12898440713|0.0197415405538|0.019348282444099998
7975698|5726.45|44.61|4.1|0.073|0.304|0.042|1.7443698819799998|0.0489951422346|0.047616824125
7978967|5640.22|20.7|4.541|0.031|-0.019|0.017|0.716552133997|0.011881018411100001|0.0117120747333
7983240|4723.85|63.14|4.699|0.104|-0.272|0.061|0.215026837676|0.00597931390868|0.00580503839311
7983524|6283.38|33.02|4.246|0.054|0.012|0.031|1.9269159782700003|0.0582209915838|0.0561471522562
7983606|4876.75|36.82|4.646|0.061|0.067|0.035|0.340208157597|0.006450303475060001|0.00633839543296
7983658|5742.26|28.95|4.348|0.048|-0.194|0.027|1.8120592501900001|0.0877923992052|0.08280434154369999
7985001|6598.08|10.33|4.208|0.014|0.049|0.008|3.6065878084900005|0.0645921172327|0.0634670912321
7985370|5906.84|16.6|4.403|0.023|0.035|0.013|1.0154400039|0.0315592311944|0.0307748490812
7985485|6296.22|84.15|4.29|0.138|0.055|0.081|4.75456118262|0.371019288609|0.338551307911
7986111|6001.04|36.34|4.509|0.06|-0.019|0.035|2.52552904982|0.200018164586|0.181512430072
7986589|5445.43|22.75|4.509|0.031|0.202|0.018|0.628526249454|0.018218355561799997|0.0178372419939
7986966|6082.82|24.16|4.294|0.04|-0.171|0.023|1.42713272561|0.0378818971484|0.03685024869319999
7986999|6408.08|30.48|4.305|0.05|-0.032|0.029|2.92710358046|0.134943457838|0.12796166189000002
7987369|5659.44|42.0|4.408|0.069|0.152|0.04|0.8538241619310001|0.0345844040869|0.0330971958872
7988039|6135.32|40.32|3.928|0.066|0.173|0.039|8.761918172060001|0.5876945236309999|0.558370874584
7988567|5861.5|25.68|4.361|0.042|0.037|0.024|1.04683833746|0.044292522321|0.042242542547900004
7988582|5864.07|26.49|4.382|0.044|-0.086|0.025|2.10985912335|0.077638438288|0.07458029382560001
8005371|4506.14|32.83|4.643|0.054|-0.201|0.03|0.210414134015|0.00405906649079|0.00398922582944
8005499|5689.5|87.31|4.342|0.144|-0.103|0.085|0.803796373161|0.0197709849787|0.0192543842457
8006219|5311.48|40.96|4.798|0.068|0.069|0.039|0.42722492181599997|0.00691177593213|0.00684798378871
8008066|6615.46|12.36|4.085|0.02|-0.08|0.011|9.442090713819999|1.41756742159|1.16195848028
8008241|5141.16|49.86|4.645|0.082|0.046|0.048|0.7461580669939999|0.011784757742399999|0.0116288470679
8008585|5529.1|27.11|4.63|0.044|0.078|0.024|0.601195263882|0.0130250145529|0.012782420098200001
8009654|5529.67|51.12|4.585|0.084|0.11|0.049|0.712078844923|0.0181519635588|0.017805276324200002
8016222|6030.25|14.18|4.387|0.02|-0.065|0.011|1.32389904991|0.0209706292584|0.0205680944855
8016413|6021.3|25.62|4.396|0.042|0.039|0.024|2.83346829472|0.0749000364633|0.0729909705436
8016496|6156.03|19.34|3.894|0.032|0.028|0.018|5.32756936989|0.275687313167|0.259705047777
8017379|5536.05|23.36|4.592|0.038|0.058|0.02|0.668695347291|0.010352854650200001|0.010210815329299999
8017490|6270.76|23.4|4.263|0.038|0.064|0.022|3.51258754578|0.117858041035|0.11406336865800001
8018599|5818.75|59.49|3.644|0.098|0.208|0.057|12.354008217899999|0.314877182753|0.30731085057199997
8018614|5991.17|30.82|4.016|0.051|0.032|0.029|3.7049786826999997|0.121263132028|0.117360705735
8018696|5565.75|28.05|4.57|0.047|-0.159|0.026|1.3735438724200002|0.0335088805317|0.0324764490002
8018769|6558.32|19.52|3.767|0.028|0.225|0.016|23.256174979|1.1219323936399999|1.05699180469
8019753|5969.44|13.4|4.057|0.02|0.179|0.011|4.02385397692|0.0943063807557|0.09231570622379999
8021999|4323.2|57.16|4.664|0.094|-0.096|0.055|0.33606023805|0.0057663741578699995|0.005629715887880001
8022187|5659.59|22.28|4.511|0.036|-0.066|0.02|0.820549004909|0.01756080195|0.0172254362762
8024114|5813.84|20.29|3.905|0.033|-0.095|0.018|7.257252191939999|1.21884040033|0.979863898037
8024229|6127.34|30.68|4.411|0.051|-0.061|0.029|1.4902310661700002|0.0543416441161|0.052428654548800004
8024961|5998.09|61.19|4.405|0.101|0.133|0.059|2.27665187218|0.11250042352499999|0.10617881448899999
8024987|5331.49|33.38|4.657|0.055|0.318|0.031|0.468633953665|0.00773010432743|0.0076477219892
8025257|6238.72|14.79|4.292|0.024|-0.031|0.013|1.7957268571400002|0.0529487550549|0.0512750176743
8028245|5817.56|20.64|3.975|0.031|0.256|0.017|3.3867243332499997|0.06915034181469999|0.06723345095239999
8029035|5533.96|58.09|4.695|0.096|0.045|0.056|1.52178009092|0.054352859157800006|0.0524074164428
8029079|5441.07|40.75|4.37|0.067|0.205|0.039|0.7693014549189999|0.016423905685|0.0161154978544
8029895|5793.96|37.07|4.21|0.061|-0.066|0.035|2.59831906824|0.117699675541|0.111993964672
8035497|6469.53|12.74|4.215|0.02|-0.303|0.01|3.75939956695|0.10799874824000001|0.10476261055
8036915|6468.69|17.1|4.236|0.028|0.081|0.015|3.01125618084|0.08314792322539999|0.080983572202
8037792|5467.73|47.04|4.451|0.078|0.155|0.045|0.963005020878|0.0492017451762|0.0464558537692
8038187|6135.02|73.0|4.452|0.12|-0.047|0.07|1.57741534274|0.0566791633819|0.0547410655346
8038388|5985.97|19.38|4.362|0.032|0.271|0.018|1.5604127605899998|0.028047549978099995|0.0276087299731
8038467|5789.28|23.3|4.489|0.038|0.087|0.022|0.878545491085|0.0238365743695|0.0232740542345
8039630|6298.4|94.79|4.363|0.156|0.035|0.092|2.26550812092|0.08549920352250001|0.0818345799322
8039995|5907.23|90.9|4.543|0.149|0.02|0.088|1.8671035787099999|0.08178512861489999|0.0778855336861
8041424|5916.56|28.27|4.454|0.047|0.182|0.027|1.1178531058|0.025603696556299998|0.025048666952299996
8042528|4883.79|98.03|4.771|0.161|-0.068|0.095|0.28324418507599997|0.00645756610785|0.006304435594149999
8043142|6095.28|36.17|4.137|0.06|0.136|0.034|7.48144065623|0.45243660266099994|0.421724038226
8043256|6504.84|31.9|4.172|0.053|-0.104|0.03|2.90414033565|0.087545067699|0.08468933376869998
8043361|5567.14|52.45|3.841|0.086|0.087|0.05|3.0015391025700002|0.12578635859099999|0.120167246545
8043621|6129.3|17.19|4.34|0.028|-0.013|0.015|2.70891161874|0.0608753649056|0.05944893712669999
8044537|6126.7|22.35|4.057|0.037|0.114|0.021|3.45351490602|0.134559619268|0.12927164760399998
8045482|6728.7|28.36|4.142|0.047|0.018|0.026|7.62909217488|0.314728423198|0.299795188407
8047264|5636.27|51.0|4.499|0.084|0.103|0.049|0.8212281861059999|0.036545184234500004|0.0349158079927
8047804|6615.74|26.74|4.142|0.044|0.03|0.025|3.2642192252099997|0.109174605447|0.1052142308
8052016|6523.58|24.31|4.275|0.04|0.147|0.023|5.92894904261|0.293824290714|0.27769685658599996
8052462|6577.82|16.86|4.196|0.028|0.065|0.015|5.424722482640001|0.219214517601|0.210315522337
8053037|6181.28|22.79|4.14|0.038|-0.061|0.021|4.75807446261|0.300197479535|0.279910743052
8053333|6216.61|30.74|4.448|0.051|-0.044|0.029|2.06588582755|0.0629619061824|0.060898769465199995
8053366|6044.49|50.51|4.377|0.083|-0.09|0.049|1.20634632839|0.043820323299699995|0.0420678819609
8053442|6125.72|18.49|4.387|0.03|-0.025|0.017|4.15292410022|0.137694282336|0.133024257798
8053780|5317.4|44.05|4.75|0.073|0.089|0.042|0.705690520217|0.0339801483927|0.0323184627864
8054548|6035.34|22.83|4.358|0.038|-0.032|0.021|1.31386777099|0.054969871718300006|0.052276110573399995
8054618|5131.89|26.62|4.592|0.044|0.132|0.025|0.45794448850599995|0.00896458384557|0.008804174959770001
8054838|5196.75|48.17|4.714|0.079|0.003|0.046|0.413584556716|0.0100019314187|0.00976718141421
8056162|4407.61|62.16|4.661|0.102|-0.374|0.06|0.152591634597|0.0032911513238200003|0.0032288279297700002
8056286|6441.19|19.33|3.902|0.032|-0.024|0.018|11.8786507892|0.8811421490729999|0.799090636372
8056507|6270.07|38.23|4.196|0.063|0.082|0.036|2.30021936607|0.164166371338|0.150683702374
8058082|6551.3|27.55|3.929|0.045|0.028|0.026|11.2215355133|0.921124038559|0.8386124763959999
8058269|7025.74|18.13|4.181|0.025|-0.241|0.015|9.309267008660001|0.352428819028|0.33790357717299996
8059043|6454.99|35.17|4.071|0.058|-0.186|0.033|3.48362326639|0.172433946041|0.162668328477
8059291|5395.09|45.83|4.561|0.076|0.075|0.044|0.557206791223|0.0252703110667|0.024081205151200002
8075482|5241.99|41.88|4.645|0.069|0.355|0.04|0.502710374997|0.00735124419399|0.00719944238709
8075555|5551.75|23.25|3.686|0.038|-0.3|0.022|19.6258864658|1.48257189484|1.3441094301199998
8078425|5722.71|42.79|4.58|0.071|0.297|0.041|0.953635657574|0.026896005794900004|0.026206849919199998
8078753|5799.28|26.23|4.121|0.043|0.352|0.025|2.18687658074|0.0550223560123|0.053791096545699996
8081566|6462.98|15.39|3.864|0.025|0.265|0.013|14.3663110894|0.46430595978100003|0.44892373221799997
8081822|5892.87|38.28|4.393|0.063|0.054|0.037|1.19940008927|0.0382842784579|0.036767179235300006
8082356|5846.7|22.31|4.464|0.036|0.175|0.02|1.22539615331|0.027096530781799997|0.026438411380599998
8082956|5530.09|22.3|4.448|0.037|-0.088|0.021|1.58905269333|0.0464914898319|0.0453212959015
8083086|5894.56|43.13|4.38|0.071|-0.041|0.041|1.29871708883|0.0374814258506|0.036354323335
8086510|6244.27|20.48|4.427|0.034|0.04|0.019|3.7244961735300004|0.0979607210211|0.0954987391926
8087813|6292.89|11.49|4.281|0.016|-0.044|0.009|2.2600529096599997|0.0468092705741|0.0460517410104
8090473|6201.64|28.64|4.322|0.047|0.184|0.027|4.05225871764|0.149337628551|0.143966901739
8090521|5295.67|37.39|4.647|0.062|0.099|0.035|0.468885550668|0.00851278106857|0.008356723825149999
8090616|5762.97|41.12|4.38|0.068|-0.087|0.039|2.97153078439|0.131171124474|0.124697503857
8091757|5997.19|27.15|4.09|0.045|0.211|0.026|3.12904911077|0.09581474705630001|0.09282121879079999
8092402|5748.38|27.75|4.438|0.046|0.196|0.026|1.08393281492|0.021071005371599998|0.020675860051
8092454|5057.9|61.22|4.626|0.101|0.255|0.059|0.434287484235|0.00770316848127|0.007542601686100001
8093614|5340.46|47.82|4.589|0.079|0.322|0.046|0.5028540170019999|0.00933929896398|0.00921149454678
8094851|6304.98|16.47|4.178|0.027|0.023|0.015|3.41200601793|0.08254864945010001|0.08069395776789999
